""30e1f081-3dba-4779-b5d4-ac8c049526fa""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""3f1152e9-63f4-4faa-ac36-94b4145b860a""|""24651906-775a-4503-9daa-2771f3ec0bbd""|NULL|NULL|""test""|""|""|""|""|""|1
""a98eefd9-876a-469c-bf4c-dd03786d6548""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""3f1152e9-63f4-4faa-ac36-94b4145b860a""|""24651906-775a-4503-9daa-2771f3ec0bbd""|NULL|NULL|""TranzAlpine""|""|""|""|""|""|1
""c92c5fc8-701b-41f9-ad6d-1aaefe93aa7a""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""3f1152e9-63f4-4faa-ac36-94b4145b860a""|""24651906-775a-4503-9daa-2771f3ec0bbd""|NULL|NULL|""Costal Pacific""|""|""|""|""|""|1
""269ecde7-0671-4c67-989e-4fd51973ddd4""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""3f1152e9-63f4-4faa-ac36-94b4145b860a""|""24651906-775a-4503-9daa-2771f3ec0bbd""|NULL|NULL|""Kiwi Rail""|""|""|""|""|""|1
""ea978eb7-e7cb-424d-8658-29df985d3265""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""3f1152e9-63f4-4faa-ac36-94b4145b860a""|""24651906-775a-4503-9daa-2771f3ec0bbd""|NULL|NULL|""Kiwi Rail""|""|""|""|""|""|1
""8af4dbc6-4550-4e14-93c3-7be0e18c982a""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""0ed27b28-167a-4572-8c47-1de122aea76e""|""ba54a81a-d05a-4b20-af6c-2f69faf7af7f""|""9aa3449b-4f72-414e-b80d-b6c024487cc8""|""c7c0db23-055c-41c3-8736-dc61bd0d9084""|""Nguni""|""|""|""|""|""|1
""eeedd834-c3c4-48cf-952b-39da2219fd55""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""3f1152e9-63f4-4faa-ac36-94b4145b860a""|""24651906-775a-4503-9daa-2771f3ec0bbd""|NULL|NULL|""TranzAlpine - Christchurch to Greymouth""|""|""|""|""|""|1
""a44f5b05-b144-43f3-970a-f0b6e6b778ce""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""0ed27b28-167a-4572-8c47-1de122aea76e""|""ba54a81a-d05a-4b20-af6c-2f69faf7af7f""|""b3041071-76dc-495e-8a32-e69820beb2da""|NULL|""Auckland - Hamilton IC6253 (1100 - 1320)""|""|""|""|""|""|1
""6484957d-2c7e-4c26-b2ab-fe3f178652bf""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""3f1152e9-63f4-4faa-ac36-94b4145b860a""|""24651906-775a-4503-9daa-2771f3ec0bbd""|NULL|NULL|""Northern Explorer - Auckland to Wellington""|""|""|""|""|""|1
""e6db4c87-33c8-49b5-8526-47d7a40410c6""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""0ed27b28-167a-4572-8c47-1de122aea76e""|""ba54a81a-d05a-4b20-af6c-2f69faf7af7f""|""b3041071-76dc-495e-8a32-e69820beb2da""|NULL|""Auckland - Hamilton IC6255 (1330 - 1600) Not Operating""|""|""|""|""|""|1
