""78b33e7b-377a-4e90-9bba-d9d4bb8f5d4c""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""24651906-775a-4503-9daa-2771f3ec0bbd""|""3f1152e9-63f4-4faa-ac36-94b4145b860a""|""TranzAlpine - Christchurch to Greymouth""|""TranzAlpine""|""19739b4b-5ed2-4539-a4e3-c766f45b0931""|""dc49f7e9-f40b-4ce4-8be1-8efe68178651""|""f656fc68-22e4-48df-904e-8835fed37958""|""98859ffb-f844-49fe-881c-9d6b4811c47a""|""|""iris_services_1443150827.jpg""|""{}""|""{""""2024-02-03 00:00:00.000000 +00:00"""",""""2024-02-04 00:00:00.000000 +00:00"""",""""2024-02-16 00:00:00.000000 +00:00"""",""""2024-02-17 00:00:00.000000 +00:00"""",""""2024-02-18 00:00:00.000000 +00:00"""",""""2024-02-21 00:00:00.000000 +00:00"""",""""2024-02-25 00:00:00.000000 +00:00"""",""""2024-02-28 00:00:00.000000 +00:00"""",""""2024-03-01 00:00:00.000000 +00:00"""",""""2024-03-18 00:00:00.000000 +00:00"""",""""2024-04-13 00:00:00.000000 +00:00"""",""""2024-04-14 00:00:00.000000 +00:00"""",""""2024-04-15 00:00:00.000000 +00:00"""",""""2024-04-16 00:00:00.000000 +00:00"""",""""2024-05-25 00:00:00.000000 +00:00"""",""""2024-05-26 00:00:00.000000 +00:00"""",""""2024-05-27 00:00:00.000000 +00:00"""",""""2024-06-01 00:00:00.000000 +00:00"""",""""2024-06-02 00:00:00.000000 +00:00"""",""""2024-06-03 00:00:00.000000 +00:00"""",""""2024-06-15 00:00:00.000000 +00:00"""",""""2024-06-16 00:00:00.000000 +00:00"""",""""2024-06-17 00:00:00.000000 +00:00"""",""""2024-07-27 00:00:00.000000 +00:00"""",""""2024-07-28 00:00:00.000000 +00:00"""",""""2024-07-29 00:00:00.000000 +00:00"""",""""2024-08-17 00:00:00.000000 +00:00"""",""""2024-08-18 00:00:00.000000 +00:00"""",""""2024-08-19 00:00:00.000000 +00:00"""",""""2024-08-31 00:00:00.000000 +00:00"""",""""2024-09-01 00:00:00.000000 +00:00"""",""""2024-09-02 00:00:00.000000 +00:00"""",""""2024-10-26 00:00:00.000000 +00:00"""",""""2024-10-27 00:00:00.000000 +00:00"""",""""2024-10-28 00:00:00.000000 +00:00"""",""""2024-10-29 00:00:00.000000 +00:00"""",""""2024-10-30 00:00:00.000000 +00:00"""",""""2024-11-16 00:00:00.000000 +00:00"""",""""2024-11-17 00:00:00.000000 +00:00"""",""""2024-11-18 00:00:00.000000 +00:00"""",""""2024-11-19 00:00:00.000000 +00:00"""",""""2024-11-20 00:00:00.000000 +00:00"""",""""2024-12-25 00:00:00.000000 +00:00"""",""""2024-12-26 00:00:00.000000 +00:00"""",""""2024-12-27 00:00:00.000000 +00:00"""",""""2024-12-28 00:00:00.000000 +00:00"""",""""2024-12-29 00:00:00.000000 +00:00"""",""""2024-12-30 00:00:00.000000 +00:00"""",""""2024-12-31 00:00:00.000000 +00:00""""}""|1|1|0|""|""<p>Climb aboard one of the world&rsquo;s most famous train journeys, between Christchurch and Greymouth and vice versa. Cross the fertile farmlands of the Canterbury Plains, and enjoy thrilling vistas over deep gorges as you travel alongside the ice-fed Waimakariri River. Traverse the mighty Southern Alps, where spectacular views of the chiselled alpine landscape will take your breath away at every turn.<br /><br />Descend through thick stands of native beech forest to your destination, Greymouth &ndash; a great base for exploring this unspoiled region with its mighty glaciers, wild rivers and famous Punakaiki pancake rocks.</p>""|0|0|""|""|""Christchurch To Greymouth Train Service, Christchurch To Arthurs Pass Greymouth Train, Fares Timetable Schedule Reservations Tickets, Trans Tranz Alpine Express Scenic Rail Railway Railroad""|""Online fares, seats, schedule, timetable reservations, bookings &amp; tickets for the Christchurch to Arthurs Pass &amp; Greymouth train service""|1
""93de9bcb-5774-412f-a634-1794cdf08ecd""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""ba54a81a-d05a-4b20-af6c-2f69faf7af7f""|""0ed27b28-167a-4572-8c47-1de122aea76e""|""Auckland - Hamilton IC6253 (1100 - 1320)""|""|""faa0dfbd-7cd1-4e2b-add5-05a4974668f7""|""f84a6ded-16eb-4008-88f4-4984fd6dcd32""|""2973a410-c0ef-4f5a-9ab0-16ad014756be""|""33b27949-94a5-4844-b526-80a6ba77b667""|""Intercity_1441704618.png""|""iris_services_1464143101.jpg""|""{}""|""{}""|1|1|0|""|""<p>This service goes via Auckland Airport.<br />Please allow at least 60 minutes between the scheduled arrival time at Auckland Airport and your flight check-in time as we cannot be responsible for missed flights through delays.<br />This service is equipped with Air Conditioning and Wifi. <br />Passengers may travel with up to 2 pieces of checked in luggage weighing a maximum of 20kg per person.</p>""|0|0|""|""IC6253""|""|""|0
""f5fab3bc-1c8e-45de-b949-a0b13004a007""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""24651906-775a-4503-9daa-2771f3ec0bbd""|""3f1152e9-63f4-4faa-ac36-94b4145b860a""|""Northern Explorer - Auckland to Wellington""|""Northern Explorer""|""faa0dfbd-7cd1-4e2b-add5-05a4974668f7""|""151c0f48-3acc-4f76-9204-345093faec92""|""efadbc35-431e-4daa-93ed-90af6e3dc44e""|""d63e8417-79c6-418a-9ddb-028b2846006a""|""|""iris_services_1443149022.jpg""|""{""""2024-10-26 00:00:00.000000 +00:00""""}""|""{""""2024-02-01 00:00:00.000000 +00:00"""",""""2024-02-08 00:00:00.000000 +00:00"""",""""2024-03-14 00:00:00.000000 +00:00"""",""""2024-03-29 00:00:00.000000 +00:00"""",""""2024-03-30 00:00:00.000000 +00:00"""",""""2024-03-31 00:00:00.000000 +00:00"""",""""2024-04-01 00:00:00.000000 +00:00"""",""""2024-04-24 00:00:00.000000 +00:00"""",""""2024-04-25 00:00:00.000000 +00:00"""",""""2024-04-26 00:00:00.000000 +00:00"""",""""2024-04-27 00:00:00.000000 +00:00"""",""""2024-04-28 00:00:00.000000 +00:00"""",""""2024-04-29 00:00:00.000000 +00:00"""",""""2024-05-31 00:00:00.000000 +00:00"""",""""2024-06-01 00:00:00.000000 +00:00"""",""""2024-06-02 00:00:00.000000 +00:00"""",""""2024-06-03 00:00:00.000000 +00:00"""",""""2024-06-28 00:00:00.000000 +00:00"""",""""2024-06-29 00:00:00.000000 +00:00"""",""""2024-06-30 00:00:00.000000 +00:00"""",""""2024-07-01 00:00:00.000000 +00:00"""",""""2024-09-26 00:00:00.000000 +00:00"""",""""2024-09-28 00:00:00.000000 +00:00"""",""""2024-10-03 00:00:00.000000 +00:00"""",""""2024-10-25 00:00:00.000000 +00:00"""",""""2024-10-26 00:00:00.000000 +00:00"""",""""2024-10-27 00:00:00.000000 +00:00"""",""""2024-10-28 00:00:00.000000 +00:00"""",""""2024-11-07 00:00:00.000000 +00:00"""",""""2024-12-25 00:00:00.000000 +00:00"""",""""2024-12-26 00:00:00.000000 +00:00"""",""""2024-12-27 00:00:00.000000 +00:00"""",""""2024-12-28 00:00:00.000000 +00:00"""",""""2024-12-29 00:00:00.000000 +00:00"""",""""2024-12-30 00:00:00.000000 +00:00"""",""""2024-12-31 00:00:00.000000 +00:00"""",""""2025-02-13 00:00:00.000000 +00:00"""",""""2025-02-20 00:00:00.000000 +00:00"""",""""2025-02-27 00:00:00.000000 +00:00"""",""""2025-03-13 00:00:00.000000 +00:00"""",""""2025-03-20 00:00:00.000000 +00:00"""",""""2025-04-24 00:00:00.000000 +00:00"""",""""2025-05-01 00:00:00.000000 +00:00""""}""|1|1|0|""|""<p>Experience the North Island&rsquo;s extraordinary range of scenery in one journey, the Northern Explorer takes you through rolling green farmland and virgin bush, past quaint country towns and along rocky coasts.<br /><br />The Northern Explorer train operates<br />* Auckland to Wellington - Monday, Thursday and Saturday<br /><br /></p>""|0|0|""|""|""Auckland To Wellington Train Service on the Northern Explorer Train, Auckland To Hamilton National Park Ohakune Palmerston North Wellington Train, Train Auckland to Wellington, Northern Explorer Rail Railway Railroad, Overlander Train""|""The Auckland to Hamilton National Park Ohakune Palmerston North &amp; Wellington inter-city rail train service for train rail travel on the Northern Explorer train""|1
""a07b45d7-9ad4-4548-861d-8168a57402b3""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""ba54a81a-d05a-4b20-af6c-2f69faf7af7f""|""0ed27b28-167a-4572-8c47-1de122aea76e""|""Auckland - Hamilton IC6255 (1330 - 1600) Not Operating""|""|""faa0dfbd-7cd1-4e2b-add5-05a4974668f7""|""f84a6ded-16eb-4008-88f4-4984fd6dcd32""|""2973a410-c0ef-4f5a-9ab0-16ad014756be""|""33b27949-94a5-4844-b526-80a6ba77b667""|""Intercity_1441674004.png""|""iris_services_1464143363.jpg""|""{}""|""{}""|1|1|0|""|""<p>This service goes via Auckland Airport.<br />Please allow at least 60 minutes between the scheduled arrival time at Auckland Airport and your flight check-in time as we cannot be responsible for missed flights through delays.<br />This service is equipped with Air Conditioning and Wifi.<br />Passengers may travel with up to 2 pieces of checked in luggage weighing a maximum of 20kg per person.</p>""|0|0|""|""IC6255""|""|""|1
""793c7d55-b66d-4959-8db3-1ac6c5377723""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""ba54a81a-d05a-4b20-af6c-2f69faf7af7f""|""0ed27b28-167a-4572-8c47-1de122aea76e""|""Auckland - Hamilton IC6259 (1800 - 2020) Not Operating""|""|""faa0dfbd-7cd1-4e2b-add5-05a4974668f7""|""f84a6ded-16eb-4008-88f4-4984fd6dcd32""|""2973a410-c0ef-4f5a-9ab0-16ad014756be""|""33b27949-94a5-4844-b526-80a6ba77b667""|""Intercity_1441674983.png""|""iris_services_1464143423.jpg""|""{}""|""{}""|1|1|0|""|""<p>This service goes via Auckland Airport.<br />Please allow at least 60 minutes between the scheduled arrival time at Auckland Airport and your flight check-in time as we cannot be responsible for missed flights through delays.<br />This service is equipped with Air Conditioning and Wifi. <br />Passengers may travel with up to 2 pieces of checked in luggage weighing a maximum of 20kg per person.</p>""|0|0|""|""IC6259""|""|""|1
""6c7089e8-70a3-4ae6-8657-3a08eea758d6""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""ba54a81a-d05a-4b20-af6c-2f69faf7af7f""|""0ed27b28-167a-4572-8c47-1de122aea76e""|""Hamilton - Mount Maunganui IC3101 (1200-1410) NOT OPERATING""|""|""f84a6ded-16eb-4008-88f4-4984fd6dcd32""|""616767b9-5e57-490c-acdc-d180cd9e11af""|""33b27949-94a5-4844-b526-80a6ba77b667""|""7264b4ed-0d1f-42f0-b01a-37b5123b2401""|""Intercity_1441674276.png""|""iris_services_1464143526.jpg""|""{}""|""{}""|1|1|0|""|""<p>This service is equipped with Wifi.<br />Passengers may travel with up to 2 pieces of checked in luggage weighing a maximum of 25kg per person.&nbsp;</p>""|0|0|""|""IC3101""|""|""|1
""44d17660-d317-4cfe-a96b-f4c593be5d21""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""ba54a81a-d05a-4b20-af6c-2f69faf7af7f""|""0ed27b28-167a-4572-8c47-1de122aea76e""|""Z Hamilton - Central - Tauranga- (0730-0916)""|""|""f84a6ded-16eb-4008-88f4-4984fd6dcd32""|""a6086fa5-07cd-4f38-b195-fb6574bbc1e0""|NULL|NULL|""|""|""{}""|""{}""|0|0|0|""|""|0|0|""|""|""|""|0
""986bc01a-7ac9-4619-9d8a-86699b42f77d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""ba54a81a-d05a-4b20-af6c-2f69faf7af7f""|""0ed27b28-167a-4572-8c47-1de122aea76e""|""Hamilton - Tauranga IC3109 (1800-1950) NOT OPERATING""|""|""f84a6ded-16eb-4008-88f4-4984fd6dcd32""|""a6086fa5-07cd-4f38-b195-fb6574bbc1e0""|""33b27949-94a5-4844-b526-80a6ba77b667""|""7ce65ba1-af28-4711-9296-be21dc1cb785""|""iris_services_1442480137.png""|""iris_services_1464143557.jpg""|""{}""|""{}""|1|1|0|""|""<p>This service is equipped with&nbsp;Wifi. <br />Passengers may travel with up to 2 pieces of checked in luggage weighing a maximum of 25kg per person.&nbsp;</p>""|0|0|""|""IC3109""|""|""|1
""58d87c0f-bb66-4788-b572-800742d2679d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""ba54a81a-d05a-4b20-af6c-2f69faf7af7f""|""0ed27b28-167a-4572-8c47-1de122aea76e""|""Z Hamilton - Central - Tauranga- (1500-1700)""|""|""f84a6ded-16eb-4008-88f4-4984fd6dcd32""|""a6086fa5-07cd-4f38-b195-fb6574bbc1e0""|NULL|NULL|""|""|""{}""|""{}""|0|0|0|""|""|0|0|""|""|""|""|0
""0b96578c-12ce-4b32-a147-cf2044f6f68f""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""b3ae4e7a-b980-466f-ba29-f5b0051e0a86""|""0ed27b28-167a-4572-8c47-1de122aea76e""|""Matamata - Matamata HM5350 (1315-1600)""|""|""19033283-fea6-4ddd-b049-ea321af1670b""|""19033283-fea6-4ddd-b049-ea321af1670b""|NULL|NULL|""|""|""{}""|""{}""|1|0|0|""|""|0|0|""|""|""|""|0
