""d6d95b8e-deec-40dd-9d13-4afb005b83c0""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|NULL|""Awanui""|""Outside the BP service station""|""AAI""|""Outside the BP service station""|-35.047548|173.256154|""AAI""|""AAI""|""https://www.intercity.co.nz/travel-info/timetable/lookup/aai?""|1
""35fe1276-b104-4c93-b789-f1f478b311fb""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|NULL|""Aberfeldy""|""Top of the Hill, State Highway 4""|""ABF""|""<p>Top of the Hill, State Highway 4</p>""|-39.785587|175.231794|""ABF""|""ABF""|""https://www.intercity.co.nz/travel-info/timetable/lookup/abf?""|1
""e5193711-80dd-4b91-9766-d981a67d2306""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""a8355b3f-6ca6-4cef-bc5c-a1484bf3e405""|""Anchor Lodge Backpackers (Coromandel)""|""448 Wharf Rd, Coromandel""|""ACL""|""<p>Coromandel Town is located on the Coromandel Peninsula.</p>\n<p>The town is a quiet settlement on a natural harbour with a rich history of logging &amp; gold mining.</p>\n<p>The Coromandel peninsula is is cloaked in native forest &amp;&nbsp;bordered by white sandy beaches making it an outdoor enthusiasts paradise. There&nbsp;are plenty of opportunities for fishing, diving, kayaking,&nbsp;walking &amp; cycling or simply relaxing on a secluded&nbsp;beach.&nbsp;The region has a relaxed atmosphere &amp; is home to many artists &amp; craftspeople with local studios or galleries.</p>\n<p>&nbsp;</p>\n<p>Things to See &amp; Do:</p>\n<p>* Boat cruise - to Cathedral Cove</p>\n<p>* Kayak the beautiful coastline</p>\n<p>* Walk the Coromandel Coastal Walkway</p>\n<p>*&nbsp;Dig your own&nbsp;hot pool&nbsp;at Hot Water Beach</p>""|-36.761226|175.492237|""ACL""|""ACL""|""https://www.intercity.co.nz/travel-info/timetable/lookup/acl?""|1
""abbd7f03-06f5-4138-98f3-569951069605""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""9dcdbed1-a1bc-4054-9915-1d32774e40c7""|""Auckland Domestic Airport""|""Bus Stop 2375 - Stop C, outside Domestic Terminal""|""ADA""|""<p>Auckland&nbsp;Domestic Airport is located approximately 20 kilometres from Downtown&nbsp;Auckland.</p>\n<p>Auckland is New Zealand's largest city, with nearly one third of the country's population (1.4 million people). The range of activities in&nbsp;Auckland &amp; the surrounding region&nbsp;is&nbsp;as diverse as the&nbsp;people; from shopping in top-end stores or open-air markets, dining in world class restaurants &amp; cafes, exploring the stunning natural playground or soaking up the local culture, Auckland has something for everyone.</p>\n<p>Known as the City of Sails,&nbsp;Auckland is located on an isthmus&nbsp;that separates two harbours: Waitemata Harbour to the north and Manukau Harbour to the south. Over 3,000 kilometres of coastline, plus several nearby islands make water activities popular with both locals &amp; visitors.</p>\n<p><strong>&nbsp;Things to see &amp; do:</strong></p>\n<ul>\n<li>Shop &amp; dine in downtown hot spots -&nbsp;Viaduct Harbour, Wynyard Quarter or Britomart Precinct</li>\n<li>Enjoy nature walks or&nbsp;mountain biking in one of several regional parks</li>\n<li>Visit the nearby islands - Waiheke, Rangitoto, Great Barrier</li>\n<li>Explore rugged West Coast beaches</li>\n</ul>""|-37.006368|174.790737|""ADA""|""ADA""|""https://www.intercity.co.nz/travel-info/timetable/lookup/ada?""|1
""f2cf1a1a-60ad-46cf-bb62-0318d3c53643""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""2d3c49cd-3d9f-44de-a014-eac7dcb0b4dc""|""Agrodome (Rotorua)""|""<p>Agrodome, Western Rd, Ngongotaha, Rotorua</p>""|""AGR""|""<p>Agrodome is located 10 kilometres from central Rotorua.</p>\n<p>The Agrodome offers a world-famour Farm Show with a cast of animals.&nbsp; Explore a real working farm and hand feed friendly animals.&nbsp; There is a nursery with baby animals that you can hold and cuddle.&nbsp;</p>\n<p>Rotorua also offers a Maori culture experience, combining warm hospitality with singing, dancing &amp; traditional food.<br />&nbsp;<br /><strong>Things to see &amp; do:</strong></p>\n<ul>\n<li>Wai-o-Tapu Thermal Wonderland</li>\n<li>Whakarewarewa Thermal Village</li>\n<li>Skyline Rotorua - Gondola, Luge &amp; Zip-lining</li>\n<li>Tamaki Maori Village</li>\n</ul>\n<p><br />&nbsp;</p>""|-38.083466|176.193479|""AGR""|""AGR""|""https://www.intercity.co.nz/travel-info/timetable/lookup/agr?""|1
""87f8f767-8d12-4739-b3c2-e2d97584620a""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""4882ce13-98a0-4cee-894e-02dca40016a4""|""Ahititi Turn Off""|""Intersection of State Highway 3 and Okau Road""|""AHT""|""<p>Ahititi is located in Taranaki</p>""|-38.860847|174.605391|""AHT""|""AHT""|""https://www.intercity.co.nz/travel-info/timetable/lookup/aht?""|1
""a0d139ab-c25d-42de-9595-92e162ece4fc""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""c8cf9dcb-cc26-4146-96c3-7a299f62f694""|""Auckland International Airport""|""Bus Stop 2008, International Terminal, Ray Emery Dr, Auckland""|""AIR""|""<p>Auckland&nbsp;International Airport is located&nbsp;approximately 20 kilometres from Downtown Auckland.</p>\n<p>Auckland is New Zealand's largest city, with nearly one third of the country's population (1.4 million people). The range of activities in&nbsp;Auckland &amp; the surrounding region&nbsp;is&nbsp;nearly&nbsp;as diverse as the number of people; from shopping in top-end stores or open-air markets, dining in world class restaurants &amp; cafes, exploring the stunning natural playground or soaking up the local culture, Auckland has something for everyone.</p>\n<p>Known as the City of Sails,&nbsp;Auckland is located on an isthmus&nbsp;that separates two harbours: Waitemata Harbour to the north and Manukau Harbour to the south. Over 3,000 kilometres of coastline, plus several nearby islands make water activities popular with both locals &amp; visitors.</p>\n<p><strong>Things to see &amp; do:</strong></p>\n<ul>\n<li>Shop &amp; dine in downtown hot spots -&nbsp;Viaduct Harbour, Wynyard Quarter or Britomart Precinct</li>\n<li>Enjoy nature walks or&nbsp;mountain biking in one of several regional parks</li>\n<li>Visit the nearby islands - Waiheke, Rangitoto, Great Barrier</li>\n<li>Explore rugged West Coast beaches</li>\n</ul>""|-37.0047713|174.7836097|""AIR""|""AIR""|""https://www.intercity.co.nz/travel-info/timetable/lookup/air?""|1
""34f89a65-1b89-4132-a51a-fcbf16a5f0c0""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""83d5234b-7a28-4431-83ce-01f63e5506fa""|""Akaroa""|""Akaroa Information Centre, 80 Rue Lavaud""|""AKA""|""<p>Akaroa is located approximately 75 kilometres from Christchurch City.<br /><br />Akaroa is a charming historic French village set on a beautiful, sheltered harbour and overlooked by volcanic hills.<br /><br />Many rare Hector's Dolphins may be found in the harbour, and 'swim with the dolphins' boat tours are a major tourist attraction. Other popular activities include harbour cruises, walking tours and water sports.<br /><br /><strong>Things to see and do:</strong></p>\n<ul>\n<li>Harbour Cruise</li>\n<li>Swim with dolphins</li>\n<li>Seal and penguin colony tours</li>\n<li>Village walk</li>\n</ul>\n<p><br /><br /><br /></p>\n<p>&nbsp;</p>""|-43.805362|172.967017|""AKA""|""AKA""|""https://www.intercity.co.nz/travel-info/timetable/lookup/aka?""|1
""2973a410-c0ef-4f5a-9ab0-16ad014756be""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""faa0dfbd-7cd1-4e2b-add5-05a4974668f7""|""Auckland - Central""|""Sky City Bus Terminal, 102 Hobson St, Auckland""|""AKL""|""<p>Auckland&nbsp;Central&nbsp;- SkyCity Bus Terminal&nbsp;is located in the heart of downtown Auckland, approximately 20 kilometres from Auckland International Aiport.</p>\n<p>Auckland is New Zealand's largest city, with nearly one third of the country's population (1.4 million people). The range of activities in&nbsp;Auckland &amp; the surrounding region&nbsp;is&nbsp;nearly&nbsp;as diverse as the number of people; from shopping in top-end stores or open-air markets, dining in world class restaurants &amp; cafes, exploring the stunning natural playground or soaking up the local culture, Auckland has something for everyone.</p>\n<p>Known as the City of Sails,&nbsp;Auckland is located on an isthmus&nbsp;that separates two harbours: Waitemata Harbour to the north and Manukau Harbour to the south. Over 3,000 kilometres of coastline, plus several nearby islands make water activities popular with both locals &amp; visitors.</p>\n<p><strong>Things to see &amp; do:</strong></p>\n<ul>\n<li>Shop &amp; dine in downtown hot spots -&nbsp;Viaduct Harbour, Wynyard Quarter or Britomart Precinct</li>\n<li>Enjoy nature walks or&nbsp;mountain biking in one of several regional parks</li>\n<li>Visit the nearby islands - Waiheke, Rangitoto, Great Barrier</li>\n<li>Explore rugged West Coast beaches</li>\n</ul>""|-36.84905|174.761297|""AKL""|""AKL""|""https://www.intercity.co.nz/travel-info/timetable/lookup/akl?""|1
""3a8cf3f5-4e4a-44fa-80c0-8f4f6ceb78d4""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""faa0dfbd-7cd1-4e2b-add5-05a4974668f7""|""Auckland Museum""|""Auckland Museum, Museum Circuit, Auckland Domain""|""AKM""|""<p>Auckland Museum, Museum Circuit, Auckland Domain</p>""|-36.861146|174.777229|""AKM""|""AKM""|""https://www.intercity.co.nz/travel-info/timetable/lookup/akm?""|1
""f1bf9f94-c8c1-4827-ac82-1ea131bdc460""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|NULL|""Awakino""|""Outside Junction Service Station, State Highway 3""|""AKN""|""Outside Junction Service Station, State Highway 3""|-38.653025|174.629542|""AKN""|""AKN""|""https://www.intercity.co.nz/travel-info/timetable/lookup/akn?""|1
""fab6e068-0e19-4187-ac42-a0b82a412d85""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""faa0dfbd-7cd1-4e2b-add5-05a4974668f7""|""Akoranga (Auckland)""|""Akoranga Station, Platform 3A""|""AKO""|""<p>Akoranga Station&nbsp;is located approximately 10 kilometres from Downtown Auckland.</p>\n<p>Auckland is New Zealand's largest city, with nearly one third of the country's population (1.4 million people). The range of activities in&nbsp;Auckland &amp; the surrounding region&nbsp;is&nbsp;nearly&nbsp;as diverse as the number of people; from shopping in top-end stores or open-air markets, dining in world class restaurants &amp; cafes, exploring the stunning natural playground or soaking up the local culture, Auckland has something for everyone.</p>\n<p>Known as the City of Sails,&nbsp;Auckland is located on an isthmus&nbsp;that separates two harbours: Waitemata Harbour to the north and Manukau Harbour to the south. Over 3,000 kilometres of coastline, plus several nearby islands make water activities popular with both locals &amp; visitors.</p>\n<p>&nbsp;</p>\n<p><strong>Things to see &amp; do:</strong></p>\n<p>* Shop &amp; dine in downtown hot spots -&nbsp;Viaduct Harbour, Wynyard Quarter or Britomart Precinct</p>\n<p>* Enjoy nature walks or&nbsp;mountain biking in one of several regional parks</p>\n<p>* Visit the nearby islands - Waiheke, Rangitoto, Great Barrier</p>\n<p>* Explore rugged West Coast beaches</p>""|-36.796906|174.760922|""AKO""|""AKO""|""https://www.intercity.co.nz/travel-info/timetable/lookup/ako?""|1
