""24651906-775a-4503-9daa-2771f3ec0bbd""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""KiwiRail-Great Journeys of New Zealand""|NULL|""KR""|""The fare booked is subject to the Terms and Conditions of your service provider along with the Terms and Conditions acknowledged when your booking was confirmed.""|""wholesale@kiwirailscenic.co.nz""|""|""<p>KiwiRail-Great Journeys of New Zealand offer long distance scenic train experiences in New Zealand. We are part of KiwiRail, the government owned national rail operator and offer three services each with it&rsquo;s own unique identity.<br /><br />&nbsp;the world famous TranzAlpine service runs&nbsp; between Christchurch and Greymouth return. The Coastal Pacific operates&nbsp;during the summer months between Christchurch and Picton return with connections to the InterIslander ferry to and from Wellington. Finally the Northern Explorer operates 6 days a week between Auckland and Wellington. Each journey offers a unique scenic experience ranging from mountains to seashore, volcanoes to viaducts.<br /><br />The Northern Explorer, Coastal Pacific and TranzAlpine each offer unique travel experiences and itinerary options for individual travellers, families and small groups. Each journey begins and ends at convenient locations for onward travel. For added savings and flexibility, three kinds of Scenic Rail Passes are also available, including options for travel between the North Island and South Island by Interislander ferry.</p>""|""|0|""iris_operators_1443579962.jpg""|""http://www.kiwirailscenic.co.nz/""|""|""|""|""|1|1
""ba54a81a-d05a-4b20-af6c-2f69faf7af7f""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""InterCity Coach Lines / GreatSights""|NULL|""IC""|""The fare booked is subject to the Terms and Conditions of your service provider along with the Terms and Conditions acknowledged when your booking was confirmed.""|""wholesale@intercity.co.nz""|""<p>Discover New Zealand's unique 15 unique geographical regions with its diverse natural beauty, its lakes, rivers, native rugged bush, the majestic volcanoes of the North Island's central plateau, the North Island skifields of Whakapapa and Turoa to the mountain peaks of the majestic Southern Alps, the fiords of Milford and Doubtful Sounds, the great southern lakes, rivers, native rugged alpine bush and glaciers of the west coast of the South Island to the major South Island skifields of Mt Hutt, Queenstown and Wanaka on a national scenic travel network of bus, coach and ferry services in association with InterCity Coachlines, Newmans and Great Sights with its premier touring services.</p>\n<p>With a range of affordable fares and daily services operating 365 days a year to choose from, you can visit the major tourism destinations in New Zealand - north from Auckland to Paihia in the beautiful Bay of Islands or south to the thermal region of Rotorua or from Greymouth to Queenstown though lush alpine rain forests of the glacier region of South Island's west coast or from Queenstown - cruise the majestic Milford Sound or see Mt Cook/Aoraki - New Zealand's highest mountain in the Southern Alps, whilst travelling from Queenstown to Christchurch in modern luxury eco-friendly, air-conditioned touring coaches with panoramic windows and friendly drivers.</p>\n<p>Travel to other tourist destinations and major ski and snowboarding fields, is on modern eco-friendly, air conditioned buses and coaches featuring reclining seats with foot and head rests, with some long distance services having on board washroom/toilet facilities. All regional bus and long distance coach services do stop regularly for comfort and refreshment breaks.</p>\n<p>Some scenic bus services connect with Cook Strait ferry services that operate between Wellington in the North Island and Picton in the South Island.</p>\n<p>The Starlighter overnight coach services between Auckland, Hamilton, Rotorua, Taupo, Palmerston North and Wellington, connecting with Wellington/Picton ferry services between Wellington in the North Island to Picton in the South Island. The Starlighter services features reclining seats with foot and head rests, individual reading lights and air-conditioning controls, onboard toilet/washroom facility and makes three refreshment/comfort stops on route.</p>\n<p>There are also combined bus and ferry travel and fares to or from Paihia (Bay of Islands), Auckland, Hamilton, Rotorua, Taupo, Palmerston North or Wellington to Nelson, Blenheim, Kaikoura or Christchurch. Fares between these destinations includes all bus and ferry travel.</p>\n<p>By using a Scenic Bus Pass, you can explore New Zealand, travelling on New Zealand's national passenger rail, bus and coach travel networks in any direction including selected sightseeing tours, at you own pace - giving you value for money travel through out New Zealand, whether you are an independent traveller, a family or small group, who want to get the best out of your New Zealand holiday.</p>\n<p>So, sit back, relax and enjoy some of the finest scenery that New Zealand has to offer.</p>""|""|""|0|""ic-logo-desktop.jpg_1438898796.jpg""|""http://www.intercity.co.nz/""|""|""|""|""|1|1
""daf0cf7c-913c-4ab3-a4b9-496a812142be""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""GreatSights""|NULL|""GS""|""The fare booked is subject to the Terms and Conditions of your service provider along with the Terms and Conditions acknowledged when your booking was confirmed. To amend or cancel a reservation please call our New Zealand Travel Team.""|""info@greatsights.co.nz""|""<p><span class=""""bold"""">GreatSights New Zealand operates the most comprehensive range of premium day sightseeing tours in New Zealand. The nationwide network provides luxury sightseeing tours to destinations throughout New Zealand including the Bay of Islands, Waitomo Caves, Rotorua, Christchurch, Mount Cook, Queenstown and Milford Sound.&nbsp; <br /><br />All coaches are fully equipped with air conditioning, free WiFi, reclining seats and onboard video. Selected tours offer washroom facilities, onboard video and multi-lingual commentary (Japanese, Mandarin and Spanish on selected tours). Our Milford Sound coaches feature glass roofs to ensure clear and unrivalled viewing of New Zealand&rsquo;s incredible scenery.</span></p>\n<ul>\n<li><span class=""""bold""""> All tours depart daily with 24 hour reservations available</span></li>\n<li><span class=""""bold"""">&nbsp;Dedicated team of experienced drivers</span></li>\n<li><span class=""""bold"""">&nbsp;Modern fleet of luxury coaches specifically designed for sightseeing and touring around New Zealand</span></li>\n<li><span class=""""bold"""">&nbsp;Complimentary hotel pick-up/drop-off from inner city hotels</span></li>\n<li><span class=""""bold"""">&nbsp;Glass-roof coaches on a number of tours and GPS operated multi-lingual commentary</span></li>\n</ul>\n<p>&nbsp;</p>""|""|""|0|""greatsights2_1442286764.png""|""http://www.greatsights.co.nz/""|""Pacific/Auckland""|""en""|""|""(09) 583 5790""|0|1
""710af10d-64a3-40fc-9cca-e8ccce2e9507""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Hukafalls Jet""|NULL|""HJ""|""|""|""|""|""|0|""|""https://www.intercity.co.nz/""|""Pacific/Auckland""|""en""|""|""(09) 583 5780""|0|1
""b3ae4e7a-b980-466f-ba29-f5b0051e0a86""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Hobbiton Movie Set Tours""|NULL|""HM""|""|""henry@hottitontours.com""|""|""<p>In 1998, Sir Peter Jackson&rsquo;s team of location scouts were searching for the iconic rolling hills and lush green pastures of Hobbiton&trade;. An aerial search led them to the Alexander farm, a stunning 1,250 acre sheep farm in the heart of the Waikato. They noted the area&rsquo;s striking similarity to The Shire&trade;, as described by JRR Tolkien, and quickly realised that the Hobbits&trade; had found a home.<br /><br />In one particular part of the farm, a magnificent pine tree towered over a nearby lake, adjacent to a rising hill. Bag End now sits atop that hill, overlooking the Party Tree, as that pine would later be known. The surrounding areas were untouched; no power lines, no buildings and no roads in sight. This meant that Sir Peter Jackson could leave the 20th century behind, and fully submerge himself in the fantasy world of Middle-earth&trade;.<br /><br />In March 1999 the crew began the nine month quest to bring the ideas for Hobbiton to fruition; help was provided by the New Zealand Army, and soon 39 temporary Hobbit Holes&trade; were scattered across the 12 acre plot used for the set. Secrecy was key, and strict security measures were put in place by the production company throughout construction and filming. Filming commenced in December 1999, and it took around three months to get a wrap on The Shire.<br /><br />After an initial attempt at demolition, 17 bare plywood facades remained. These shells would serve as the catalyst that propelled Hobbiton forward into the public eye, with guided tours commencing in 2002.<br /><br />In 2009, Sir Peter Jackson returned to film The Hobbit trilogy, and he left behind the beautiful movie set you&rsquo;ll see today; 44 permanently reconstructed Hobbit Holes, in the same fantastic detail seen in the movies. In 2012 The Green Dragon&trade; Inn was opened as the finale to the journey. Guests now finish their Hobbiton Movie Set experience with a refreshing beverage from the Hobbit&trade; Southfarthing&trade; Range. There&rsquo;s an abundance of movie magic nestled inside the fully operational farm.</p>""|""|0|""iris_operators_1479339912.jpg""|""https://www.intercity.co.nz/""|""Pacific/Auckland""|""en""|""|""(09) 583 5780""|0|1
""0fe92698-667c-4a27-9edf-5f16a29ec458""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Interislander Ferry""|NULL|""II""|""Starter Fare is non-refundable & non flexible.\nFlexible Fares subject to availability, you can change sailings, provided you advise us 48 hours prior to your departure. No refunds or changes are allowed after your final check-in time. Fare is 100% refundable less a 10% processing fee up to 48 hours prior to departure, inside of 48 hours fares are non refundable. An additional fare may be charged, depending on availability.""|""|""|""|""|0|""iris_operators_1443579803.jpg""|""https://www.interislander.co.nz/""|""Pacific/Auckland""|""en""|""|""04 815 9617""|0|1
""b017e2fa-ee17-476b-819b-43a1f9182817""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Te Pa Tu""|NULL|""TH""|""If cancellation is made within 7 days of the booking, 50% of the total booking amount will be charged. If cancellation is made within 48 hours of the booking, 75% of the total booking amount will be charged, and if cancellation is made within 24 hours of the booking 100% of the total booking will be charged. Rail New Zealand will charge an additional Processing Fee of NZ$ 30.00.""|""lady@maoriculture.co.nz""|""<p>An unforgettable 3.5 hour Maori Culture experience!<br /><br />Journey to an authentic Maori village nestled in Rotorua forest and be formally welcomed into the sacred grounds, where amidst crackling village fires you will discover Maori art forms, ancient rituals and Maori traditions.<br /><br />Share in thrilling song and dance, and then enjoy a 3 course meal with your Maori hosts.<br /><br /><strong>Prices include:</strong><br />&nbsp;&nbsp;&nbsp; 3.5 hour Maori Cultural Experience - New Zealand&rsquo;s best and most award-winning!<br />&nbsp;&nbsp;&nbsp; Buffet dinner feast<br />&nbsp;&nbsp;&nbsp; Free transport to and from your Rotorua accommodation</p>\n<p><br /><strong>TRADITIONAL</strong><br />Your Tamaki coach will pick you up from your Rotorua Accommodation. As you make your way to the village you will learn of the Maori migration, protocols when entering another village and a chief is selected to represent your tribe.<br />Share in the Powhiri; our ancient ceremony of welcome before you are invited into a pre-European Maori Village nestled within a native Tawa forest.</p>\n<p><strong>INTERACTIVE</strong><br />? Enter a living village, as it comes alive with the sights, sounds and activity of days gone by, including facial tattooing, weaving, carving and demonstrations on how our food was cooked and preserved many years ago.<br />See, touch, take time and talk to our people as you wander through our village- you will be invited to participate in stick games, warrior training, learn the poi and we will also teach you how to perform the fearsome haka!</p>\n<p><strong>EDUCATIONAL</strong><br />Witness the earth being scraped carefully away from the hangi pit by your Maori chef, to reveal baskets laden with a sumptuous, mouth watering feast, which has been cooked beneath the ground on hot stones.</p>\n<p><strong>ENTERTAINING</strong><br />At the heart of the village, enter ancestral Meeting House and relax as our family entertains you with a powerful cultural performance including action songs, short and long poi, weaponry displays, stick games and the world famous """"haka"""" - Maori War Dance.</p>\n<p><strong>FEASTING</strong><br />The sharing of food is an important part of the Maori custom - so we now invite you to join the traditional hangi buffet feast, followed by our New Zealand dessert.<br />The evening draws to an end with the Poroporoaki - the official closing ceremony.</p>\n<p>There will be waiata (songs) and whaikorero (speeches), before you are safely transferred back to your Rotorua accommodation</p>""|""<p>&nbsp;</p>\n<p>&nbsp;</p>""|""|0|""iris_operators_1444096006.jpg""|""http://www.tamakimaorivillage.co.nz/rotoruawelcome""|""Pacific/Auckland""|""en""|""|""(09) 583 5780""|0|1
""90155e22-13e6-4fe1-8279-d308e6cfa9c2""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Atomic Shuttle""|NULL|""ATS""|""Report times are 15 minutes prior to departure of service.\nAll fares are non-refundable and non-changeable.""|""info@atomictravel.co.nz""|""<p>Atomic Travel / Shuttles&nbsp; provide budget bus travel at competitive prices, around the South Island, New Zealand. They have been transporting kiwis, international visitors and backpackers around the South Island for nearly 20 years on coaches at economic fares.</p>""|""|""|0|""Atomic_1441150252.png""|""http://www.atomictravel.co.nz/""|""|""|""|""|0|1
""ace00822-7dc1-483e-8926-f9578f46d351""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Real Journeys""|NULL|""RJ""|""Refundable up to 72 hours or 3 days of travel less a $100 cancellation fee per person. Non-refundable or amendable within 72 hrs or 3 days of travel date. All fares are non-transferable.""|""reservations3@realjourneys.co.nz""|""<p>With operations from Stewart Island to Queenstown - including world renowned cruises through Milford and Doubtful Sounds - Real Journeys is widely regarded as a leader in the New Zealand tourism industry.</p>\n<p><strong>Milford Sound</strong><br />Widely regarded as one of the most beautiful places on earth, Milford Sound is a natural wonder and considered New Zealand&rsquo;s number one &lsquo;must do&rsquo;. We offer daytime and overnight cruises, flights, coaches and kayaking trips.<br /><br /><strong>Doubtful Sound</strong><br />This vast and untouched wilderness is where Real Journey&rsquo;s began its operations in the 1950s. Doubtful Sound is far greater in scale than Milford and offers something a little more rugged and remote &ndash; still complete with world renowned vistas and cascading waterfalls. Our experiences in Doubtful Sound include daytime and overnight cruises and kayaking trips and daily coach connections from Te Anau and Queenstown to our departure point at Manapouri.<br />&nbsp;<br /><strong>Dusky Sound</strong><br />Dusky Sound is the largest and one of the most complex fiords in Fiordland. It&rsquo;s also incredibly remote and stunningly beautiful. You can experience Dusky Sound as part of a five day Discovery Expedition.<br /><br /><strong>Manapouri</strong><br />Lake Manapouri is renowned for its beauty and the small peaceful town of Manapouri sits on the lakeshore, with a population of around 300-400. These numbers increase dramatically during the summer due to the number of holiday homes in the area. Real Journeys Doubtful Sound operations are fed from the Real Journeys base at Pearl Harbour in Manapouri.<br /><br /><strong>Te Anau</strong><br />Te Anau is an attractive town on the shores of beautiful Lake Te Anau with Mt Luxmore and the Murchison Mountains providing a spectacular backdrop. Te Anau is the gateway to Milford Sound, and home of Real Journeys magical Glowworm Caves experience.<br /><br /><strong>Queenstown</strong><br />A spectacular four season destination on the shores of Lake Wakatipu. In Queenstown we offer cruises aboard the iconic vintage steamship TSS Earnslaw (launched in 1912) and a range of experiences at Walter Peak High Country Farm (farm tours, horse treks, barbecue lunch and dinner and cycling excursions). We also offer rafting trips through our partners Queenstown Rafting.<br />&nbsp;<br /><strong>Stewart Island</strong><br />Off the beaten track and 30kms south of the South Island, Stewart Island is New Zealand&rsquo;s third island. We offer a range of experiences on the island as well as operate a daily ferry service between Bluff and Stewart Island. Visitors to the island can stay at the Stewart Island Lodge owned and operated by Real Journeys.</p>\n<div id=""""stcpDiv"""" style=""""position: absolute; top: -1999px; left: -1988px;"""">\n<h4><a href=""""https://www.realjourneys.co.nz/en/destinations/milford-sound/"""">Milford Sound</a></h4>\n<p>Widely regarded as one of the most beautiful places on earth, Milford Sound is a natural wonder and considered New Zealand&rsquo;s number one &lsquo;must do&rsquo;. We offer daytime and overnight cruises, flights, coaches and kayaking trips.</p>\n- See more at: https://www.realjourneys.co.nz/en/about-us/our-places/#sthash.nBlVYo33.dpuf</div>\n<div id=""""stcpDiv"""" style=""""position: absolute; top: -1999px; left: -1988px;"""">\n<p>Real Journeys is a family owned tourism business that was founded in the 1950s by tourism and conservation pioneers Les and Olive Hutchins.</p>\n<p>Today the company remains true to its founders and their guiding principles of <a title=""""Conservation"""" href=""""https://www.realjourneys.co.nz/en/about-us/conservation/"""">conservation</a>&nbsp;and hospitality.</p>\n<p>With operations from <a title=""""Stewart Island"""" href=""""https://www.realjourneys.co.nz/en/destinations/stewart-island/"""">Stewart Island</a> to <a title=""""Queenstown"""" href=""""https://www.realjourneys.co.nz/en/destinations/queenstown/"""">Queenstown</a>&nbsp;- including world renowned cruises through <a title=""""Milford Sound"""" href=""""https://www.realjourneys.co.nz/en/destinations/milford-sound/"""">Milford</a> and <a title=""""Doubtful Sound"""" href=""""https://www.realjourneys.co.nz/en/destinations/doubtful-sound/"""">Doubtful Sounds</a> - Real Journeys is widely regarded as a leader in the New Zealand tourism industry and is regularly named as one of New Zealand&rsquo;s highest achieving tourism companies.</p>\n<p>For our staff though, the aim is still quite simple &ndash; to share the natural heritage and astounding beauty of the region with visitors &ndash; just as the founders intended.</p>\n- See more at: https://www.realjourneys.co.nz/en/about-us/about-us/#sthash.YKGhQBGr.dpuf</div>""|""|""|0|""Real Journeys Image_1441667809.jpg""|""https://www.realjourneys.co.nz/en/""|""|""|""|""|0|1
""baaa553d-f3be-4916-a9c3-d5ed0c80aefd""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Whale Watch Kaikoura""|NULL|""WWK""|""Cancellation can be made up to 48 hours before departure date with 100% refund, Less a $30.00 Processing Fee. Child Age is 3-15 Years Inclusive.""|""|""<p><span style=""""color: #000000; font-family: 'arial black', 'avant garde'; font-size: 12px; font-style: normal; line-height: 16.796875px;"""">Whale Watch is New Zealand's only vessel based whale watching company offering an exciting up-close encounter with the worlds largest toothed predator the Giant Sperm Whale in their natural environment at all times of the year, our 95% success rate means you are guaranteed an 80% refund if your tour does not see a whale.</span></p>\n<p><span style=""""color: #000000; font-family: 'arial black', 'avant garde'; font-size: 12px; font-style: normal; line-height: 16.796875px;"""">Whale Watch has created a unique, award-winning series of animation sequences designed to reveal Kaikoura's hidden wildlife wonders. Discover how a Sperm Whale survives in the dark and freezing depths of the Kaikoura Canyon or why the green-eyed Plunket Shark is easy prey for a Giant Squid. These animations are a world first for the whale watching industry.</span></p>\n<p><span style=""""color: #000000; font-family: 'arial black', 'avant garde'; font-size: 12px; font-style: normal; line-height: 16.796875px;"""">Kaikoura is the Whale Watching capital of New Zealand, every Whale Watch tour is a unique experience and the sightings vary. Giant Sperm Whales are the stars of the show and year-round residents. A typical Whale Watch tour may encounter New Zealand Fur Seals, pods of Dusky Dolphins and the endangered Wandering Albatross. Depending on the season you may also see migrating Humpback Whales, Pilot Whales, Blue Whales and Southern Right Whales. Kaikoura often hosts the worlds largest dolphin the Orca and is home to the worlds smallest and rarest marine dolphin the Hectors. Kaikoura also attracts the largest concentration and variety of seabirds on mainland New Zealand including 13 species of Albatross, 14 varieties of Petrels and 7 types of Shearwater.</span></p>\n<p><span style=""""color: #000000; font-family: 'arial black', 'avant garde'; font-size: 12px; font-style: normal; line-height: 16.796875px;"""">Designed specially for whale watching, our modern catamarans are equipped with engines that minimise underwater noise and toilets that never pollute the sea. Hamilton jet units are used for our vessel propulsion and are quieter for the marine mammals compared with other forms of vessel propulsion, they also have an internal propeller so the risk of a propeller strike with marine mammals is completely eliminated. The main passenger cabin is enclosed and outside decks offer great viewing and photo opportunities. Spacious air-conditioned interiors are fitted with comfortable seating while large plasma screens display our award-winning marine wildlife animations.<br /><br />Whale Watch vessels are crewed by a friendly team of Skippers and Guides very experienced in interacting with the local Sperm Whales. They have expert knowledge of Kaikoura's sea conditions and are fully trained in all aspects of safety. Whale Watch staff constantly monitor the weather and respond professionally to any changes. This may mean a tour is cancelled or safety restrictions placed on children or passengers with medical problems. Passenger comfort and safety are always our priority. </span></p>\n<p><span style=""""color: #000000; font-family: 'arial black', 'avant garde'; font-size: 12px; font-style: normal; line-height: 16.796875px;"""">We reserve the right to cancel or change a tour or to replace any vessels at any time in the interests of passenger safety. Weather and sea conditions can change quickly and this may alter the status of your tour at any time. Rough sea conditions mean the vessel captain may increase child age limits or place restrictions on passengers with medical/mobility problems or passengers who are pregnant.</span></p>""|""|""|0|""iris_operators_1448339626.jpg""|""http://www.whalewatch.co.nz/book-online-now""|""|""|""|""|0|0
