""dec7fcec-5fde-4a68-93b8-e653c41c016d""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Accommodation""|3|""|""<p>test</p>\n<p>test</p>\n<p>testfsdf</p>\n<p>fsdf</p>\n<p>sdfs</p>\n<p>rfwerfwe</p>\n<p>asdfsd</p>\n<p>fsd</p>\n<p>gdfgdf</p>\n<p>gdfgd</p>""|0|0|0
""3f1152e9-63f4-4faa-ac36-94b4145b860a""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Train Service""|1|""train""|""<p>&nbsp;</p>\n<p><span style=""""font-family: arial, helvetica, sans-serif;""""><strong>Check-In:&nbsp;</strong></span><span style=""""font-family: arial, helvetica, sans-serif;"""">Please check in at least 30 minutes prior to the departure time for the train-only booking. If you are cruising on the Interislander Ferry, please check in at least 45 minutes prior to your departure. Upon check-in, you will receive your boarding pass with your seat and carriage numbers on it.&nbsp;</span></p>\n<p>&nbsp;</p>\n<p><strong>Seat Allocations:&nbsp;</strong>&nbsp;At check-in, on your day of travel, you will receive a boarding pass with your carriage and seat allocation. All carriages include airline-styled paired seating and seating around tables. Families and group bookings are allocated table seating wherever possible. Online seat selection is not currently available, but if you have a specific seating request or wish to seat separate bookings together, please email us with your booking reference(s) and we will do our best to accommodate your requests.</p>\n<p>&nbsp;</p>\n<p><strong>Face Mask:&nbsp;</strong>Face masks are no longer mandatory, however, we do recommend customers use face masks when moving about the train. The onboard crew will continue to wear face masks for the time being</p>\n<p>&nbsp;</p>\n<p>&nbsp;</p>\n<p>&nbsp;</p>\n<p><span style=""""font-family: arial, helvetica, sans-serif;""""><strong>Carry On items:&nbsp;</strong></span>To maximize scenic views and natural light coming through our glass shelves and skylights, we ask all passengers to keep their belongings to a minimum.&nbsp; Carry-on baggage should be limited to a jacket and a small bag or handbag. All wheeled cabin bags must be checked in.&nbsp;</p>\n<p>&nbsp;</p>\n<p><span style=""""font-family: arial, helvetica, sans-serif;""""><strong>Checked Luggage</strong>: Each Scenic Class passenger fare includes the following allowance:&nbsp;</span></p>\n<p><span style=""""font-family: arial, helvetica, sans-serif;""""><strong>1 x Large checked bag or suitcase&nbsp;</strong></span>maximum weight of 23kgs,&nbsp;maximum volume* of 158 linear cm (62&rdquo;).&nbsp;</p>\n<p><strong>1 x Cabin bag,&nbsp;</strong>wheeled and/or hard-sided suitcases must be Checked in (cannot be taken aboard), a maximum weight of 7kgs,&nbsp;maximum volume* for the cabin bag is 118 linear cm (46.5&rdquo;).&nbsp;</p>\n<p><strong>1 x Small bag or handbag:&nbsp;</strong>for taking important personal items aboard, including any fragile or perishable items, money, jewelry, and valuables.&nbsp;</p>\n<p><strong>1 x Small infant bag:&nbsp;</strong>if you have an infant with you, you may bring an additional small bag for the journey.</p>\n<p>Please note: infants do not get any luggage allowance.</p>\n<p>&nbsp;</p>\n<p><span style=""""font-family: arial, helvetica, sans-serif;""""><strong>Oversized Luggage:&nbsp;</strong>When the length, width, and height of your bag add up to more than 158cm ( 62 inches ) or 118cm ( 46.5 inches ) you can buy a re-pack bag for $20 to repack your luggage to allowable dimensions. This $35 cost is additional to the excess luggage charge.</span></p>\n<p>&nbsp;</p>\n<p><span style=""""font-family: arial, helvetica, sans-serif;""""><strong>Delays<label>: if you are planning onward travel (e.g. flights), then please be aware that this service occasionally experiences delays of 30 minutes or more.</label></strong></span></p>\n<p>&nbsp;</p>\n<p><span style=""""font-family: arial, helvetica, sans-serif;""""><strong>Onboard Purchases:</strong> </span><span style=""""font-family: arial, helvetica, sans-serif;"""">It is a good idea to carry cash on board the train should you want refreshments. The train goes out of cellphone coverage for a lot of the trip so using EFTPOS/credit cards on board is not always possible.</span></p>\n<p>&nbsp;&nbsp;</p>\n<p>&nbsp;</p>\n<p>&nbsp;</p>\n<p><label style=""""color: #0a1a20; font-family: 'Gotham A', 'Gotham B', Helvetica, Arial, sans-serif; font-size: 14px; background-color: #fafafa;"""">&nbsp;</label></p>""|0|0|1
""7988c8ad-bf3b-4ecb-b5f6-21618c36b4e9""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Journey""|0|""|""|0|0|0
""0ed27b28-167a-4572-8c47-1de122aea76e""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Bus Service""|2|""bus""|""<div class=""""commentsBox"""">\n<p class=""""ptRow"""" data-id=""""78"""" data-comment=""""&lt;b&gt;Please Remember:&lt;/b&gt; You should be at your stop at least 15 minutes before departure, and report to the driver before boarding.Label all checked luggage with your name and FINAL destination. Your bus may have different signage or branding for operational reasons.\n&lt;br&gt;&lt;b&gt;Carry On items:&lt;/b&gt; For safety reasons, each passenger is allowed 1 carry on luggage or item not exceeding 5kgs (11 pounds) into the carriages. Passengers are fully responsible for their carry on item/s. The operator of the train service is not responsible for any loss or damage to any personal carry on item/s.&lt;br&gt;&lt;b&gt;Checked Luggage:&lt;/b&gt; Free checked luggage allowance is limited to 2 pieces of luggage per passenger and not exceeding 20kgs (44 pounds) per item of all coach, train and ferry services. Each item must be no more than 200 linear cm (height plus length plus width &ndash; approx. 6.5 linear feet)."""" data-addedby=""""10"""" data-datefrom=""""2015-06-11"""" data-dateto=""""2050-06-30""""><strong>Check In:</strong> You should be at your stop at least 20 minutes before departure, and report to the driver before boarding.Label all checked luggage with your name and FINAL destination. Your bus may have different signage or branding for operational reasons.</p>\n<p class=""""ptRow"""" data-id=""""78"""" data-comment=""""&lt;b&gt;Please Remember:&lt;/b&gt; You should be at your stop at least 15 minutes before departure, and report to the driver before boarding.Label all checked luggage with your name and FINAL destination. Your bus may have different signage or branding for operational reasons.\n&lt;br&gt;&lt;b&gt;Carry On items:&lt;/b&gt; For safety reasons, each passenger is allowed 1 carry on luggage or item not exceeding 5kgs (11 pounds) into the carriages. Passengers are fully responsible for their carry on item/s. The operator of the train service is not responsible for any loss or damage to any personal carry on item/s.&lt;br&gt;&lt;b&gt;Checked Luggage:&lt;/b&gt; Free checked luggage allowance is limited to 2 pieces of luggage per passenger and not exceeding 20kgs (44 pounds) per item of all coach, train and ferry services. Each item must be no more than 200 linear cm (height plus length plus width &ndash; approx. 6.5 linear feet)."""" data-addedby=""""10"""" data-datefrom=""""2015-06-11"""" data-dateto=""""2050-06-30"""">&nbsp;</p>\n<p class=""""ptRow"""" data-id=""""78"""" data-comment=""""&lt;b&gt;Please Remember:&lt;/b&gt; You should be at your stop at least 15 minutes before departure, and report to the driver before boarding.Label all checked luggage with your name and FINAL destination. Your bus may have different signage or branding for operational reasons.\n&lt;br&gt;&lt;b&gt;Carry On items:&lt;/b&gt; For safety reasons, each passenger is allowed 1 carry on luggage or item not exceeding 5kgs (11 pounds) into the carriages. Passengers are fully responsible for their carry on item/s. The operator of the train service is not responsible for any loss or damage to any personal carry on item/s.&lt;br&gt;&lt;b&gt;Checked Luggage:&lt;/b&gt; Free checked luggage allowance is limited to 2 pieces of luggage per passenger and not exceeding 20kgs (44 pounds) per item of all coach, train and ferry services. Each item must be no more than 200 linear cm (height plus length plus width &ndash; approx. 6.5 linear feet)."""" data-addedby=""""10"""" data-datefrom=""""2015-06-11"""" data-dateto=""""2050-06-30""""><br /><strong>Carry On items:</strong> For safety reasons, each passenger is allowed 1 carry on luggage or item not exceeding 5kgs (11 pounds) into the carriages. Passengers are fully responsible for their carry on item/s. The operator of the&nbsp;bus service is not responsible for any loss or damage to any personal carry on item/s.</p>\n<p class=""""ptRow"""" data-id=""""78"""" data-comment=""""&lt;b&gt;Please Remember:&lt;/b&gt; You should be at your stop at least 15 minutes before departure, and report to the driver before boarding.Label all checked luggage with your name and FINAL destination. Your bus may have different signage or branding for operational reasons.\n&lt;br&gt;&lt;b&gt;Carry On items:&lt;/b&gt; For safety reasons, each passenger is allowed 1 carry on luggage or item not exceeding 5kgs (11 pounds) into the carriages. Passengers are fully responsible for their carry on item/s. The operator of the train service is not responsible for any loss or damage to any personal carry on item/s.&lt;br&gt;&lt;b&gt;Checked Luggage:&lt;/b&gt; Free checked luggage allowance is limited to 2 pieces of luggage per passenger and not exceeding 20kgs (44 pounds) per item of all coach, train and ferry services. Each item must be no more than 200 linear cm (height plus length plus width &ndash; approx. 6.5 linear feet)."""" data-addedby=""""10"""" data-datefrom=""""2015-06-11"""" data-dateto=""""2050-06-30"""">&nbsp;</p>\n<p class=""""ptRow"""" data-id=""""78"""" data-comment=""""&lt;b&gt;Please Remember:&lt;/b&gt; You should be at your stop at least 15 minutes before departure, and report to the driver before boarding.Label all checked luggage with your name and FINAL destination. Your bus may have different signage or branding for operational reasons.\n&lt;br&gt;&lt;b&gt;Carry On items:&lt;/b&gt; For safety reasons, each passenger is allowed 1 carry on luggage or item not exceeding 5kgs (11 pounds) into the carriages. Passengers are fully responsible for their carry on item/s. The operator of the train service is not responsible for any loss or damage to any personal carry on item/s.&lt;br&gt;&lt;b&gt;Checked Luggage:&lt;/b&gt; Free checked luggage allowance is limited to 2 pieces of luggage per passenger and not exceeding 20kgs (44 pounds) per item of all coach, train and ferry services. Each item must be no more than 200 linear cm (height plus length plus width &ndash; approx. 6.5 linear feet)."""" data-addedby=""""10"""" data-datefrom=""""2015-06-11"""" data-dateto=""""2050-06-30""""><br /><strong>Checked Luggage:</strong>&nbsp; Maximum one medium-size bag/suitcase (max 20kg) per person. Each item must be no more than 158 linear cm (height plus length plus width &ndash; 62 inches). Bicycles presented in this fashion will be counted as one of your two checked luggage. Bikes must be collapsed down with both wheels removed from the frame.&nbsp;Please contact Intercity in advance to advise you are travelling with a bike as not all services can accommodate bikes due to space reasons</p>\n</div>""|0|0|1
""56cfdbdc-2a67-4983-b85b-acb9180fe2e0""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Ferry Service""|4|""ferry""|""<div class=""""commentsBox"""">\n<div class=""""ptRow selected"""" data-id=""""12"""" data-comment=""""&lt;b&gt;Check In:&lt;/b&gt; Please check in at least 20 Minutes prior to to the departure time for KiwiRail Scenic Journey Services. Upon check in you will receive your boarding pass with your seat and carriage numbers on it.&lt;br&gt;&lt;b&gt;Carry On items:&lt;/b&gt; For safety reasons, each passenger is allowed 1 carry on luggage or item not exceeding 5kgs (11 pounds) into the carriages. Passengers are fully responsible for their carry on item/s. The operator of the train service is not responsible for any loss or damage to any personal carry on item/s.&lt;br&gt;&lt;b&gt;Checked Luggage:&lt;/b&gt; Free checked luggage allowance is limited to 2 pieces of luggage per passenger and not exceeding 20kgs (44 pounds) per item of all coach, train and ferry services. Each item must be no more than 200 linear cm (height plus length plus width &ndash; approx. 6.5 linear feet)."""" data-addedby=""""10"""" data-datefrom=""""2015-05-05"""" data-dateto=""""2020-05-01"""">\n<p>&nbsp;</p>\n<p><strong>Check-In:</strong><br />Please check in at least 60 minutes prior to your departure time if you are walking on the ferry, if you are taking a vehicle onboard, please check in at least 1.30 Hours prior to your departure time.&nbsp;</p>\n<p>&nbsp;</p>\n<p><strong>Interislander advises passengers that the Picton Vehicle Check-in area is on Auckland St, 200 meters before the passenger terminal. Look for the blue entrance lane when approaching the terminal.</strong></p>\n<p>&nbsp;</p>\n<p><strong>Carry On items:</strong></p>\n<p>For safety reasons, each passenger is allowed 1 carry-on luggage or item not exceeding 5kgs (11 pounds) into the carriages. Passengers are fully responsible for their carry-on item/s. The operator of the train service is not responsible for any loss or damage to any personal carry-on item/s.</p>\n<p>&nbsp;</p>\n<p><strong>Checked Luggage:</strong></p>\n<p>Free checked luggage allowance is limited to 2 pieces of luggage per passenger and not exceeding 20kgs (44 pounds) per item of all coach, train, and ferry services. Each item must be no more than 200 linear cm (height plus length plus width &ndash; approx. 6.5 linear feet).</p>\n</div>\n</div>""|0|0|1
""3da0096f-aa53-4274-af13-50a30d70f3ea""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Air Service""|0|""air""|""|0|0|0
""10421d01-0d10-4a56-8e66-eeeedd5003ce""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Travel Journey""|0|""|""|0|0|0
""6709bbc5-c8b5-4435-91c3-c2fea36ef326""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Travel Pass""|0|""travelpass""|""<p><strong>Reservations need to be made by emailing us at&nbsp;<a id=""""LPlnk357625"""" href=""""mailto:info@newzealandtravelteam.com"""" target=""""_blank"""" rel=""""noopener noreferrer"""" data-auth=""""NotApplicable"""" data-safelink=""""true"""" data-linkindex=""""0"""">info@newzealandtravelteam.com</a>.&nbsp;</strong></p>\n<p><strong>Reservations must be made 72hrs prior to travel and are subject to availability, if you turn up without a seat reservation you may be denied boarding.</strong></p>\n<p>&nbsp;</p>\n<p>All bookings, amendments, or cancellations must be made at least 72 hours before departure time for bus/coach/train/ferry travel.</p>\n<p>Cancellation of any travel sector/s must be made 72 hours before departure time and the&nbsp;unused&nbsp;time&nbsp;will be credited back to your&nbsp;Pass.</p>\n<p>Your&nbsp;Pass&nbsp;is non-refundable once travel sectors have been booked and confirmed.&nbsp;</p>\n<p>Your&nbsp;Pass&nbsp;does not include any bus/coach travel on local suburban bus services in New Zealand's major centers or any airport-to-city bus services.</p>\n<p>Your&nbsp;Pass&nbsp;is refundable less $100 per person if no sector/itinerary has been booked and confirmed.</p>\n<p>&nbsp;</p>\n<p><strong>New Zealand Rail&nbsp;</strong><strong>Pass</strong><strong>es/ Bus&nbsp;</strong><strong>Pass</strong><strong>es /&nbsp;</strong><strong>RailBus</strong><strong>&nbsp;</strong><strong>Pass</strong><strong>es are valid for 1 or 2 months from the date of the&nbsp;first travel date depending on&nbsp;the&nbsp;</strong><strong>pass</strong><strong>&nbsp;purchased.</strong></p>\n<p>&nbsp;</p>\n<p><strong>Check-In:&nbsp;</strong>Please check in at least 20 Minutes prior to the departure time. Upon check-in, you will receive your boarding&nbsp;pass&nbsp;with your seat and carriage numbers on it.&nbsp;</p>\n<p>&nbsp;</p>\n<p><strong>Carry On items:</strong>&nbsp;For safety reasons, each&nbsp;passenger is allowed 1 carry-on luggage or item not exceeding 5kgs (11 pounds) into the carriages.&nbsp;Passengers are fully responsible for their carry-on item/s. The operator of the train service is not responsible for any loss or damage to any personal carry-on item/s.&nbsp;</p>\n<p>&nbsp;</p>\n<p><strong>Checked Luggage:</strong>&nbsp;Free checked luggage allowance is 1 item per person, with a maximum weight of 32kgs. Bags weighing over 23 kg will require two crew members to lift onto the train, you may be asked for assistance.&nbsp; Wheeled cabin bags and backpacks are classed as check-in luggage.&nbsp; Two additional items of baggage can be purchased for $20 including GST per piece.&nbsp;</p>\n<p>&nbsp;</p>\n<p><strong>Seat Allocations:&nbsp;&nbsp;</strong>At check-in on your day of travel you will receive a boarding&nbsp;pass&nbsp;with your carriage and seat allocation. All carriages include airline-styled paired seating and seating around tables. Families and group bookings are allocated table seating wherever possible. Online seat selection is not currently available, but if you have a specific seating request or wish to seat separate bookings together, please email us with your booking reference(s) and we will do our best to accommodate your requests.&nbsp;</p>""|0|0|0
""8e802cdf-3fad-4b2d-9d9e-2c9b609816ec""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Tour""|0|""|""Travel amendments can be made up to 24 hours before departure date. Cancellations can be made up to 24 hours before departure date with 100% refund. An additional NZ$50.00 Refund Processing Fee will also be imposed. Less than 24 hours and after the time of departure, amendments and refunds are not permitted. Travel Agent cancellation/refund fee/s may apply. To amend or cancel a reservation please call RailBus New Zealand Travel Centre on 0800-143-669 tollfree within New Zealand, Monday to Friday 9.00am to 5.00pm""|0|0|0
""80578090-f920-4a1e-9f1a-e6305ede24dc""|""1970-01-01 00:00:00.000000 +00:00""|""1970-01-01 00:00:00.000000 +00:00""|""3024-12-31 23:59:59.999999 +00:00""|""Room""|0|""|""|0|0|0
